1	3	7	9
1	3	7	18
1	3	7	19
1	3	7	20
1	3	7	21
1	3	7	22
1	3	7	23
1	3	7	24
1	3	7	25
1	3	7	26
1	3	7	27
1	3	8	16
1	3	8	18
1	3	8	19
1	3	8	20
1	3	8	21
1	3	8	22
1	3	8	23
1	3	8	24
1	3	8	25
1	3	8	26
1	3	8	27
1	3	9	16
1	3	9	19
1	3	9	20
1	3	9	21
1	3	9	22
1	3	9	23
1	3	9	24
1	3	9	25
1	3	9	26
1	3	9	27
1	3	16	18
1	3	16	19
1	3	16	20
1	3	16	21
1	3	16	22
1	3	16	23
1	3	16	24
1	3	16	26
1	3	16	27
1	3	17	19
1	3	17	20
1	3	17	21
1	3	17	22
1	3	17	23
1	3	17	24
1	3	18	19
1	3	18	20
1	3	18	21
1	3	18	22
1	3	18	23
1	3	18	24
1	3	18	25
1	3	18	26
1	3	19	21
1	3	19	24
1	3	19	25
1	3	19	26
1	3	19	27
1	3	20	22
1	3	20	24
1	3	20	25
1	3	20	26
1	3	20	27
1	3	21	22
1	3	21	25
1	3	21	26
1	3	21	27
1	3	22	24
1	3	22	26
1	3	22	27
1	3	24	25
1	3	24	26
1	3	25	27
1	6	7	12
1	6	7	18
1	6	7	19
1	6	7	20
1	6	7	21
1	6	7	22
1	6	7	23
1	6	7	24
1	6	7	25
1	6	7	26
1	6	7	27
1	6	8	12
1	6	8	16
1	6	8	18
1	6	8	19
1	6	8	20
1	6	8	21
1	6	8	22
1	6	8	23
1	6	8	24
1	6	8	25
1	6	8	26
1	6	8	27
1	6	12	16
1	6	12	17
1	6	12	18
1	6	12	19
1	6	12	20
1	6	12	22
1	6	12	23
1	6	12	24
1	6	12	25
1	6	12	26
1	6	12	27
1	6	16	18
1	6	16	19
1	6	16	20
1	6	16	21
1	6	16	22
1	6	16	23
1	6	16	24
1	6	16	26
1	6	16	27
1	6	17	19
1	6	17	20
1	6	17	21
1	6	17	22
1	6	17	23
1	6	17	24
1	6	18	19
1	6	18	20
1	6	18	21
1	6	18	22
1	6	18	23
1	6	18	24
1	6	18	25
1	6	18	26
1	6	19	21
1	6	19	24
1	6	19	25
1	6	19	26
1	6	19	27
1	6	20	22
1	6	20	24
1	6	20	25
1	6	20	26
1	6	20	27
1	6	21	22
1	6	21	25
1	6	21	26
1	6	21	27
1	6	22	24
1	6	22	26
1	6	22	27
1	6	24	25
1	6	24	26
1	6	25	27
1	7	9	12
1	7	9	19
1	7	9	20
1	7	9	21
1	7	9	22
1	7	9	23
1	7	9	24
1	7	9	25
1	7	9	26
1	7	9	27
1	7	12	18
1	7	12	19
1	7	12	20
1	7	12	22
1	7	12	23
1	7	12	24
1	7	12	25
1	7	12	26
1	7	12	27
1	7	15	19
1	7	15	20
1	7	15	22
1	7	15	23
1	7	15	25
1	7	15	26
1	7	18	19
1	7	18	20
1	7	18	21
1	7	18	22
1	7	18	23
1	7	18	24
1	7	18	25
1	7	18	26
1	7	19	21
1	7	19	24
1	7	19	25
1	7	19	26
1	7	19	27
1	7	20	22
1	7	20	24
1	7	20	25
1	7	20	26
1	7	20	27
1	7	21	22
1	7	21	25
1	7	21	26
1	7	21	27
1	7	22	24
1	7	22	26
1	7	22	27
1	7	24	25
1	7	24	26
1	7	25	27
1	8	12	16
1	8	12	18
1	8	12	19
1	8	12	20
1	8	12	22
1	8	12	23
1	8	12	24
1	8	12	25
1	8	12	26
1	8	12	27
1	8	15	16
1	8	15	19
1	8	15	20
1	8	15	22
1	8	15	23
1	8	15	25
1	8	15	26
1	8	16	18
1	8	16	19
1	8	16	20
1	8	16	21
1	8	16	22
1	8	16	23
1	8	16	24
1	8	16	26
1	8	16	27
1	8	18	19
1	8	18	20
1	8	18	21
1	8	18	22
1	8	18	23
1	8	18	24
1	8	18	25
1	8	18	26
1	8	19	21
1	8	19	24
1	8	19	25
1	8	19	26
1	8	19	27
1	8	20	22
1	8	20	24
1	8	20	25
1	8	20	26
1	8	20	27
1	8	21	22
1	8	21	25
1	8	21	26
1	8	21	27
1	8	22	24
1	8	22	26
1	8	22	27
1	8	24	25
1	8	24	26
1	8	25	27
1	9	12	16
1	9	12	19
1	9	12	20
1	9	12	22
1	9	12	23
1	9	12	24
1	9	12	25
1	9	12	26
1	9	12	27
1	9	16	19
1	9	16	20
1	9	16	21
1	9	16	22
1	9	16	23
1	9	16	24
1	9	16	26
1	9	16	27
1	9	19	21
1	9	19	24
1	9	19	25
1	9	19	26
1	9	19	27
1	9	20	22
1	9	20	24
1	9	20	25
1	9	20	26
1	9	20	27
1	9	21	22
1	9	21	25
1	9	21	26
1	9	21	27
1	9	22	24
1	9	22	26
1	9	22	27
1	9	24	25
1	9	24	26
1	9	25	27
1	12	16	18
1	12	16	19
1	12	16	20
1	12	16	22
1	12	16	23
1	12	16	24
1	12	16	26
1	12	16	27
1	12	17	19
1	12	17	20
1	12	17	22
1	12	17	23
1	12	17	24
1	12	18	19
1	12	18	20
1	12	18	22
1	12	18	23
1	12	18	24
1	12	18	25
1	12	18	26
1	12	19	24
1	12	19	25
1	12	19	26
1	12	19	27
1	12	20	22
1	12	20	24
1	12	20	25
1	12	20	26
1	12	20	27
1	12	22	24
1	12	22	26
1	12	22	27
1	12	24	25
1	12	24	26
1	12	25	27
1	15	16	19
1	15	16	20
1	15	16	22
1	15	16	23
1	15	16	26
1	15	17	19
1	15	17	20
1	15	17	22
1	15	17	23
1	15	19	25
1	15	19	26
1	15	20	22
1	15	20	25
1	15	20	26
1	15	22	26
1	16	18	19
1	16	18	20
1	16	18	21
1	16	18	22
1	16	18	23
1	16	18	24
1	16	18	26
1	16	19	21
1	16	19	24
1	16	19	26
1	16	19	27
1	16	20	22
1	16	20	24
1	16	20	26
1	16	20	27
1	16	21	22
1	16	21	26
1	16	21	27
1	16	22	24
1	16	22	26
1	16	22	27
1	16	24	26
1	17	19	21
1	17	19	24
1	17	20	22
1	17	20	24
1	17	21	22
1	17	22	24
1	18	19	21
1	18	19	24
1	18	19	25
1	18	19	26
1	18	20	22
1	18	20	24
1	18	20	25
1	18	20	26
1	18	21	22
1	18	21	25
1	18	21	26
1	18	22	24
1	18	22	26
1	18	24	25
1	18	24	26
1	19	21	25
1	19	21	26
1	19	21	27
1	19	24	25
1	19	24	26
1	19	25	27
1	20	22	24
1	20	22	26
1	20	22	27
1	20	24	25
1	20	24	26
1	20	25	27
1	21	22	26
1	21	22	27
1	21	25	27
1	22	24	26
2	4	6	8
2	4	6	10
2	4	6	12
2	4	6	16
2	4	6	17
2	4	6	18
2	4	6	19
2	4	6	20
2	4	6	21
2	4	6	22
2	4	6	23
2	4	6	24
2	4	6	25
2	4	6	26
2	4	6	27
2	4	8	10
2	4	8	12
2	4	8	15
2	4	8	16
2	4	8	18
2	4	8	19
2	4	8	20
2	4	8	21
2	4	8	22
2	4	8	23
2	4	8	24
2	4	8	25
2	4	8	26
2	4	8	27
2	4	9	10
2	4	9	12
2	4	9	16
2	4	9	19
2	4	9	20
2	4	9	21
2	4	9	22
2	4	9	23
2	4	9	24
2	4	9	25
2	4	9	26
2	4	9	27
2	4	10	12
2	4	10	15
2	4	10	16
2	4	10	17
2	4	10	18
2	4	10	20
2	4	10	21
2	4	10	22
2	4	10	23
2	4	10	24
2	4	10	25
2	4	10	26
2	4	10	27
2	4	12	16
2	4	12	17
2	4	12	18
2	4	12	19
2	4	12	20
2	4	12	22
2	4	12	23
2	4	12	24
2	4	12	25
2	4	12	26
2	4	12	27
2	4	15	16
2	4	15	17
2	4	15	19
2	4	15	20
2	4	15	22
2	4	15	23
2	4	15	25
2	4	15	26
2	4	16	18
2	4	16	19
2	4	16	20
2	4	16	21
2	4	16	22
2	4	16	23
2	4	16	24
2	4	16	26
2	4	16	27
2	4	17	19
2	4	17	20
2	4	17	21
2	4	17	22
2	4	17	23
2	4	17	24
2	4	18	19
2	4	18	20
2	4	18	21
2	4	18	22
2	4	18	23
2	4	18	24
2	4	18	25
2	4	18	26
2	4	19	21
2	4	19	24
2	4	19	25
2	4	19	26
2	4	19	27
2	4	20	22
2	4	20	24
2	4	20	25
2	4	20	26
2	4	20	27
2	4	21	22
2	4	21	25
2	4	21	26
2	4	21	27
2	4	22	24
2	4	22	26
2	4	22	27
2	4	24	25
2	4	24	26
2	4	25	27
2	6	7	10
2	6	7	12
2	6	7	18
2	6	7	19
2	6	7	20
2	6	7	21
2	6	7	22
2	6	7	23
2	6	7	24
2	6	7	25
2	6	7	26
2	6	7	27
2	6	8	10
2	6	8	12
2	6	8	13
2	6	8	16
2	6	8	18
2	6	8	19
2	6	8	20
2	6	8	21
2	6	8	22
2	6	8	23
2	6	8	24
2	6	8	25
2	6	8	26
2	6	8	27
2	6	10	12
2	6	10	16
2	6	10	17
2	6	10	18
2	6	10	20
2	6	10	21
2	6	10	22
2	6	10	23
2	6	10	24
2	6	10	25
2	6	10	26
2	6	10	27
2	6	12	13
2	6	12	16
2	6	12	17
2	6	12	18
2	6	12	19
2	6	12	20
2	6	12	22
2	6	12	23
2	6	12	24
2	6	12	25
2	6	12	26
2	6	12	27
2	6	13	17
2	6	13	18
2	6	13	20
2	6	13	21
2	6	13	23
2	6	13	24
2	6	13	26
2	6	13	27
2	6	16	18
2	6	16	19
2	6	16	20
2	6	16	21
2	6	16	22
2	6	16	23
2	6	16	24
2	6	16	26
2	6	16	27
2	6	17	19
2	6	17	20
2	6	17	21
2	6	17	22
2	6	17	23
2	6	17	24
2	6	18	19
2	6	18	20
2	6	18	21
2	6	18	22
2	6	18	23
2	6	18	24
2	6	18	25
2	6	18	26
2	6	19	21
2	6	19	24
2	6	19	25
2	6	19	26
2	6	19	27
2	6	20	22
2	6	20	24
2	6	20	25
2	6	20	26
2	6	20	27
2	6	21	22
2	6	21	25
2	6	21	26
2	6	21	27
2	6	22	24
2	6	22	26
2	6	22	27
2	6	24	25
2	6	24	26
2	6	25	27
2	7	9	10
2	7	9	12
2	7	9	19
2	7	9	20
2	7	9	21
2	7	9	22
2	7	9	23
2	7	9	24
2	7	9	25
2	7	9	26
2	7	9	27
2	7	10	12
2	7	10	15
2	7	10	18
2	7	10	20
2	7	10	21
2	7	10	22
2	7	10	23
2	7	10	24
2	7	10	25
2	7	10	26
2	7	10	27
2	7	12	18
2	7	12	19
2	7	12	20
2	7	12	22
2	7	12	23
2	7	12	24
2	7	12	25
2	7	12	26
2	7	12	27
2	7	15	19
2	7	15	20
2	7	15	22
2	7	15	23
2	7	15	25
2	7	15	26
2	7	18	19
2	7	18	20
2	7	18	21
2	7	18	22
2	7	18	23
2	7	18	24
2	7	18	25
2	7	18	26
2	7	19	21
2	7	19	24
2	7	19	25
2	7	19	26
2	7	19	27
2	7	20	22
2	7	20	24
2	7	20	25
2	7	20	26
2	7	20	27
2	7	21	22
2	7	21	25
2	7	21	26
2	7	21	27
2	7	22	24
2	7	22	26
2	7	22	27
2	7	24	25
2	7	24	26
2	7	25	27
2	8	10	12
2	8	10	15
2	8	10	16
2	8	10	18
2	8	10	20
2	8	10	21
2	8	10	22
2	8	10	23
2	8	10	24
2	8	10	25
2	8	10	26
2	8	10	27
2	8	12	13
2	8	12	16
2	8	12	18
2	8	12	19
2	8	12	20
2	8	12	22
2	8	12	23
2	8	12	24
2	8	12	25
2	8	12	26
2	8	12	27
2	8	13	15
2	8	13	18
2	8	13	20
2	8	13	21
2	8	13	23
2	8	13	24
2	8	13	26
2	8	13	27
2	8	15	16
2	8	15	19
2	8	15	20
2	8	15	22
2	8	15	23
2	8	15	25
2	8	15	26
2	8	16	18
2	8	16	19
2	8	16	20
2	8	16	21
2	8	16	22
2	8	16	23
2	8	16	24
2	8	16	26
2	8	16	27
2	8	18	19
2	8	18	20
2	8	18	21
2	8	18	22
2	8	18	23
2	8	18	24
2	8	18	25
2	8	18	26
2	8	19	21
2	8	19	24
2	8	19	25
2	8	19	26
2	8	19	27
2	8	20	22
2	8	20	24
2	8	20	25
2	8	20	26
2	8	20	27
2	8	21	22
2	8	21	25
2	8	21	26
2	8	21	27
2	8	22	24
2	8	22	26
2	8	22	27
2	8	24	25
2	8	24	26
2	8	25	27
2	9	10	12
2	9	10	16
2	9	10	20
2	9	10	21
2	9	10	22
2	9	10	23
2	9	10	24
2	9	10	25
2	9	10	26
2	9	10	27
2	9	12	13
2	9	12	16
2	9	12	19
2	9	12	20
2	9	12	22
2	9	12	23
2	9	12	24
2	9	12	25
2	9	12	26
2	9	12	27
2	9	13	20
2	9	13	21
2	9	13	23
2	9	13	24
2	9	13	26
2	9	13	27
2	9	16	19
2	9	16	20
2	9	16	21
2	9	16	22
2	9	16	23
2	9	16	24
2	9	16	26
2	9	16	27
2	9	19	21
2	9	19	24
2	9	19	25
2	9	19	26
2	9	19	27
2	9	20	22
2	9	20	24
2	9	20	25
2	9	20	26
2	9	20	27
2	9	21	22
2	9	21	25
2	9	21	26
2	9	21	27
2	9	22	24
2	9	22	26
2	9	22	27
2	9	24	25
2	9	24	26
2	9	25	27
2	10	12	16
2	10	12	17
2	10	12	18
2	10	12	20
2	10	12	22
2	10	12	23
2	10	12	24
2	10	12	25
2	10	12	26
2	10	12	27
2	10	15	16
2	10	15	17
2	10	15	20
2	10	15	22
2	10	15	23
2	10	15	25
2	10	15	26
2	10	16	18
2	10	16	20
2	10	16	21
2	10	16	22
2	10	16	23
2	10	16	24
2	10	16	26
2	10	16	27
2	10	17	20
2	10	17	21
2	10	17	22
2	10	17	23
2	10	17	24
2	10	18	20
2	10	18	21
2	10	18	22
2	10	18	23
2	10	18	24
2	10	18	25
2	10	18	26
2	10	20	22
2	10	20	24
2	10	20	25
2	10	20	26
2	10	20	27
2	10	21	22
2	10	21	25
2	10	21	26
2	10	21	27
2	10	22	24
2	10	22	26
2	10	22	27
2	10	24	25
2	10	24	26
2	10	25	27
2	12	13	17
2	12	13	18
2	12	13	20
2	12	13	23
2	12	13	24
2	12	13	26
2	12	13	27
2	12	16	18
2	12	16	19
2	12	16	20
2	12	16	22
2	12	16	23
2	12	16	24
2	12	16	26
2	12	16	27
2	12	17	19
2	12	17	20
2	12	17	22
2	12	17	23
2	12	17	24
2	12	18	19
2	12	18	20
2	12	18	22
2	12	18	23
2	12	18	24
2	12	18	25
2	12	18	26
2	12	19	24
2	12	19	25
2	12	19	26
2	12	19	27
2	12	20	22
2	12	20	24
2	12	20	25
2	12	20	26
2	12	20	27
2	12	22	24
2	12	22	26
2	12	22	27
2	12	24	25
2	12	24	26
2	12	25	27
2	13	15	17
2	13	15	20
2	13	15	23
2	13	15	26
2	13	17	20
2	13	17	21
2	13	17	23
2	13	17	24
2	13	18	20
2	13	18	21
2	13	18	23
2	13	18	24
2	13	18	26
2	13	20	24
2	13	20	26
2	13	20	27
2	13	21	26
2	13	21	27
2	13	24	26
2	15	16	19
2	15	16	20
2	15	16	22
2	15	16	23
2	15	16	26
2	15	17	19
2	15	17	20
2	15	17	22
2	15	17	23
2	15	19	25
2	15	19	26
2	15	20	22
2	15	20	25
2	15	20	26
2	15	22	26
2	16	18	19
2	16	18	20
2	16	18	21
2	16	18	22
2	16	18	23
2	16	18	24
2	16	18	26
2	16	19	21
2	16	19	24
2	16	19	26
2	16	19	27
2	16	20	22
2	16	20	24
2	16	20	26
2	16	20	27
2	16	21	22
2	16	21	26
2	16	21	27
2	16	22	24
2	16	22	26
2	16	22	27
2	16	24	26
2	17	19	21
2	17	19	24
2	17	20	22
2	17	20	24
2	17	21	22
2	17	22	24
2	18	19	21
2	18	19	24
2	18	19	25
2	18	19	26
2	18	20	22
2	18	20	24
2	18	20	25
2	18	20	26
2	18	21	22
2	18	21	25
2	18	21	26
2	18	22	24
2	18	22	26
2	18	24	25
2	18	24	26
2	19	21	25
2	19	21	26
2	19	21	27
2	19	24	25
2	19	24	26
2	19	25	27
2	20	22	24
2	20	22	26
2	20	22	27
2	20	24	25
2	20	24	26
2	20	25	27
2	21	22	26
2	21	22	27
2	21	25	27
2	22	24	26
3	4	8	10
3	4	8	16
3	4	8	18
3	4	8	19
3	4	8	20
3	4	8	21
3	4	8	22
3	4	8	23
3	4	8	24
3	4	8	25
3	4	8	26
3	4	8	27
3	4	9	10
3	4	9	16
3	4	9	19
3	4	9	20
3	4	9	21
3	4	9	22
3	4	9	23
3	4	9	24
3	4	9	25
3	4	9	26
3	4	9	27
3	4	10	16
3	4	10	17
3	4	10	18
3	4	10	20
3	4	10	21
3	4	10	22
3	4	10	23
3	4	10	24
3	4	10	25
3	4	10	26
3	4	10	27
3	4	16	18
3	4	16	19
3	4	16	20
3	4	16	21
3	4	16	22
3	4	16	23
3	4	16	24
3	4	16	26
3	4	16	27
3	4	17	19
3	4	17	20
3	4	17	21
3	4	17	22
3	4	17	23
3	4	17	24
3	4	18	19
3	4	18	20
3	4	18	21
3	4	18	22
3	4	18	23
3	4	18	24
3	4	18	25
3	4	18	26
3	4	19	21
3	4	19	24
3	4	19	25
3	4	19	26
3	4	19	27
3	4	20	22
3	4	20	24
3	4	20	25
3	4	20	26
3	4	20	27
3	4	21	22
3	4	21	25
3	4	21	26
3	4	21	27
3	4	22	24
3	4	22	26
3	4	22	27
3	4	24	25
3	4	24	26
3	4	25	27
3	7	9	10
3	7	9	19
3	7	9	20
3	7	9	21
3	7	9	22
3	7	9	23
3	7	9	24
3	7	9	25
3	7	9	26
